3.214228367856873092e+01,6.435700693912804748e-01,8.049581633871304501e-03
3.546778154448116993e+01,5.900487826666053204e-01,3.540475532645898094e-02
3.297932107105789612e+01,5.621449602202062135e-01,6.300979824770862325e-02
3.362830088395605799e+01,5.232745657766055825e-01,9.953453955754656968e-02
3.476730228670369627e+01,5.896661572417727371e-01,3.363118110874221273e-02
3.458691269579081506e+01,6.620200632211490355e-01,3.595132919093903430e-03
3.369783488465178323e+01,5.783223453278670823e-01,5.240215641794789686e-02
3.347570853830050908e+01,5.923097384112273600e-01,2.803416342128044192e-02
3.264385442938048243e+01,5.000070194613726038e-01,1.215326819528138036e-01
3.297974881776021050e+01,6.171606927498186623e-01,9.588289674974822402e-03
3.396845386818083057e+01,6.135418782295583018e-01,1.546798283398276123e-02
3.385257854460424198e+01,6.170905546454263924e-01,8.259254413567253955e-03
3.497359571467688966e+01,6.076676728334050592e-01,2.143799493600525435e-02
3.361682091731325528e+01,6.155029436721484171e-01,1.574358787890214884e-02
3.511689085994995452e+01,6.261804393852863360e-01,1.022342587410030729e-02
3.295299577768795274e+01,6.172991737821683644e-01,1.136588171053828401e-02
3.518192093948606924e+01,6.591226848120238513e-01,3.465488158433120431e-03
3.418883148536677652e+01,6.054169380280077783e-01,2.343436312477219230e-02
3.649676397923820304e+01,5.510073589187304277e-01,8.256019003039008486e-02
3.126632133616955755e+01,6.077721082893718929e-01,2.186495325690695352e-02
3.297528892934938938e+01,6.133086998269241530e-01,1.637328751178623518e-02
3.250954196485589875e+01,5.755099975553100711e-01,2.878933825672961092e-02
3.437313999091992400e+01,6.853269493980425064e-01,1.948142741875393512e-03
3.193627331826616711e+01,5.946721231110834172e-01,3.258282733320751190e-02
3.445883401041309213e+01,4.235228516627265738e-01,1.033858217820839975e-01
3.650964670344887253e+01,5.760633146471336730e-01,4.519684246643235204e-02
3.297891848592631447e+01,6.285465651172568169e-01,5.267100863384252367e-03
3.372662601195268905e+01,5.191373394956053655e-01,1.107790660741666683e-01
3.411193143484162249e+01,6.181325533347576950e-01,6.316008422827550442e-03
3.659019518172900121e+01,6.469748118352587340e-01,5.387284038787494914e-03
