1.262513412589414372e+02,8.196158283436740799e-01,2.337582289146211527e-04
1.385928667938593435e+02,8.196158283436740799e-01,2.337582289146211527e-04
1.270456778142661278e+02,8.196158283436740799e-01,2.337582289146211527e-04
1.295303707853867081e+02,8.196158283436740799e-01,2.337582289146211527e-04
1.287019017722951730e+02,8.196158283436740799e-01,2.337582289146211527e-04
1.268524581124427755e+02,8.196158283436740799e-01,2.337582289146211527e-04
1.302461669844396965e+02,8.196158283436740799e-01,2.337582289146211527e-04
1.349522617168938154e+02,8.196158283436740799e-01,2.337582289146211527e-04
1.343389914234094249e+02,8.196158283436740799e-01,2.337582289146211527e-04
1.195657853371328088e+02,8.196158283436740799e-01,2.337582289146211527e-04
1.197715083723347789e+02,8.196158283436740799e-01,2.337582289146211527e-04
1.245739308987797074e+02,8.196158283436740799e-01,2.337582289146211527e-04
1.261620113328610557e+02,8.196158283436740799e-01,2.337582289146211527e-04
1.307671368283226343e+02,8.196158283436740799e-01,2.337582289146211527e-04
1.264490810121803861e+02,8.196158283436740799e-01,2.337582289146211527e-04
1.385927525429546563e+02,8.196158283436740799e-01,2.337582289146211527e-04
1.310882961213196154e+02,8.196158283436740799e-01,2.337582289146211527e-04
1.233068812254275883e+02,8.196158283436740799e-01,2.337582289146211527e-04
1.233104801289243539e+02,8.196158283436740799e-01,2.337582289146211527e-04
1.391046037365094321e+02,8.196158283436740799e-01,2.337582289146211527e-04
1.319726266861080148e+02,8.196158283436740799e-01,2.337582289146211527e-04
1.282128721969460798e+02,8.196158283436740799e-01,2.337582289146211527e-04
1.289278400769402992e+02,8.196158283436740799e-01,2.337582289146211527e-04
1.349441070585737634e+02,8.196158283436740799e-01,2.337582289146211527e-04
1.288083764747560167e+02,8.196158283436740799e-01,2.337582289146211527e-04
1.348901377874854006e+02,8.196158283436740799e-01,2.337582289146211527e-04
1.329741501163505859e+02,8.196158283436740799e-01,2.337582289146211527e-04
1.349431502072472426e+02,8.196158283436740799e-01,2.337582289146211527e-04
1.241794225249914803e+02,8.196158283436740799e-01,2.337582289146211527e-04
1.158229971073127444e+02,8.196158283436740799e-01,2.337582289146211527e-04
