1.474741745141353810e+01,3.093132430169897584e-01,6.689622578628435789e-01
1.462570821957026013e+01,3.419455070131976471e-01,5.673225946404837350e-01
1.794598174395060042e+01,2.565093631913355487e-01,5.722983046775057536e-01
1.761415738523817964e+01,2.891364855204052176e-01,6.496642238314289663e-01
1.462570821957026013e+01,3.419067932896140971e-01,5.670235306600974745e-01
1.475206470736124054e+01,3.093837844213432886e-01,6.688349540268245796e-01
1.475206470736124054e+01,3.093889979698597470e-01,6.685211469946211738e-01
1.475206470736124054e+01,3.093797904374108176e-01,6.686956744848731038e-01
1.457683943107461388e+01,3.421156097442887845e-01,5.677273876708145428e-01
1.761007360041798719e+01,2.891137616610844896e-01,6.494726892818065700e-01
1.475206470736124054e+01,3.093797904374108176e-01,6.686956744848731038e-01
1.475206470736124054e+01,3.093797904374108176e-01,6.686956744848731038e-01
1.476400737109186778e+01,3.484561927930917569e-01,5.391573444518837910e-01
1.475206470736124054e+01,3.093828933003930359e-01,6.686912583307684788e-01
1.475206470736124054e+01,3.093797904374108176e-01,6.686956744848731038e-01
1.767611326695330476e+01,2.889993623822698643e-01,6.491975835169777609e-01
1.474741745141353810e+01,3.094192225486300241e-01,6.689124156067153271e-01
1.794921022089425122e+01,2.552512313174264968e-01,5.800866515100689957e-01
1.475206470736124054e+01,3.093797904374108176e-01,6.686956744848731038e-01
1.475206470736124054e+01,3.093588150340841891e-01,6.686326136540898801e-01
1.475206470736124409e+01,3.093797904374108176e-01,6.686956744848731038e-01
1.475206470736124054e+01,3.093631477212437919e-01,6.687062656701526775e-01
1.473400272700857094e+01,3.416431638281098859e-01,5.663608540999235386e-01
1.462482138316698865e+01,3.419718201181737305e-01,5.674857234440416898e-01
1.474741745141353810e+01,3.093981520274193264e-01,6.687910652397796030e-01
1.471444712818511569e+01,3.434856482906303854e-01,5.173886847117552534e-01
1.767904869839571802e+01,2.889592932055715657e-01,6.489826215914370477e-01
1.457683943107461211e+01,3.420095843290522630e-01,5.676369437035519994e-01
1.462570821957025835e+01,3.419455070131976471e-01,5.673225946404837350e-01
1.475206470736124054e+01,3.093797904374108176e-01,6.686956744848731038e-01
