7.789069656636979033e+00,2.115392931314377944e-01,1.594344674129179185e-01
6.048954183384747552e+00,2.074601067603015214e-01,1.683193827928920749e-01
7.295724929827142269e+00,1.978458811713302568e-01,1.452406789970571155e-01
7.588958411435855922e+00,1.967425084175253858e-01,1.496304813993379890e-01
7.588958411435855922e+00,1.965723583391246199e-01,1.489290358541180415e-01
7.798705795404347718e+00,1.906753532016604302e-01,1.491847727111366428e-01
7.588958411435855922e+00,2.039297880193706169e-01,1.577865196745021903e-01
7.588958411435855922e+00,1.967425084175253858e-01,1.496304813993379890e-01
7.500218840504147444e+00,2.037349046517203111e-01,1.628644664895014804e-01
7.602830171278102789e+00,1.946354269863650177e-01,1.456201435198445915e-01
6.956983888098713820e+00,2.323580886917186450e-01,1.763255404977845109e-01
7.520927703417905619e+00,1.991844975107388838e-01,1.466661108991193785e-01
7.488788349463715299e+00,2.057430351065864804e-01,1.577163814728183566e-01
7.590522168868371722e+00,1.925986445749770792e-01,1.635516761939189712e-01
7.588958411435855922e+00,1.924040571198082361e-01,1.465041553544075004e-01
7.973512463330470368e+00,2.004465169231357258e-01,1.702684008984071684e-01
7.314449367288609949e+00,1.943312144719040457e-01,1.439399002630783186e-01
6.956983888098712931e+00,2.321698077380523195e-01,1.753962036780717382e-01
7.807684312657618975e+00,2.014733527323666618e-01,1.490959619065419517e-01
7.305437150127608525e+00,2.047028805115101713e-01,1.610234925916620152e-01
7.579349802046827733e+00,1.933364473249885862e-01,1.464527125058548152e-01
7.627331838228879057e+00,1.979405342641120946e-01,1.465430376615937946e-01
7.294779015478508377e+00,1.939324838197722389e-01,1.510184479165175842e-01
7.305437150127609414e+00,2.048835988728480995e-01,1.609857758702075980e-01
7.588958411435855922e+00,1.979680086012394757e-01,1.463345810398228586e-01
7.314449367288609949e+00,2.063642187873209188e-01,1.640705110857924587e-01
7.503978674609966149e+00,2.060906872497792197e-01,1.612650625593055331e-01
7.579007316282646123e+00,1.927422105993645274e-01,1.641095080272859386e-01
6.364340901763610781e+00,2.197650456641775663e-01,1.650059569776191615e-01
6.407390985231672609e+00,2.059266556253783742e-01,1.690415254166325598e-01
